gene_id,SHEF21,SHEF22,SHEF24,SHEF25,SHEF6,SHEF7,SHEF8,SHEF9,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,SHEF21_readcount,SHEF22_readcount,SHEF24_readcount,SHEF25_readcount,SHEF6_readcount,SHEF7_readcount,SHEF8_readcount,SHEF9_readcount,SHEF21_fpkm,SHEF22_fpkm,SHEF24_fpkm,SHEF25_fpkm,SHEF6_fpkm,SHEF7_fpkm,SHEF8_fpkm,SHEF9_fpkm,-log10(padj)
ENSMUSG00000029283,302.3107542,267.5212835,181.0987498,277.8802243,455.3015717,502.5025604,465.2184603,447.0089219,-0.860282032,4.81E-06,0.004852877,Cdc7,5,106964322,106984432,+,4183,protein_coding,cell division cycle 7 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309511],-,332,246,169,301,457,463,488,474,3.142269185,2.761203927,1.884579228,2.918004515,4.7089298,5.215957698,4.820305423,4.647948108,2.314000686
ENSMUSG00000020932,23372.62783,16592.84448,27453.07024,24729.49358,9405.912776,14846.07456,13254.91285,11414.75948,0.913499974,1.06E-05,0.009850156,Gfap,11,102887336,102900912,-,4218,protein_coding,glial fibrillary acidic protein [Source:MGI Symbol;Acc:MGI:95697],-,25668,15258,25619,26787,9441,13679,13904,12104,240.9231998,169.8408971,283.316037,257.5282228,96.47289314,152.8229956,136.1995846,117.704518,2.006556895
ENSMUSG00000108701,56.45562277,43.49939569,60.00905318,72.932019,143.4648278,167.1390806,107.7247664,103.7362477,-1.159475606,1.11E-05,1,Gm44616,7,55927177,55928908,-,1732,TEC,predicted gene 44616 [Source:MGI Symbol;Acc:MGI:5753192],-,62,40,56,79,144,154,113,110,1.41721901,1.084334669,1.508188758,1.849637118,3.58350888,4.189997533,2.695709909,2.605047168,0
ENSMUSG00000014776,469.8564734,495.8931108,573.3007759,408.9732205,296.892491,294.121369,327.9408818,269.714244,0.711763749,1.34E-05,0.010861548,Nol3,8,105276140,105281939,+,3176,protein_coding,nucleolar protein 3 (apoptosis repressor with CARD domain) [Source:MGI Symbol;Acc:MGI:1925938],-,516,456,535,443,298,271,344,286,6.432241995,6.741174803,7.857580668,5.656275585,4.044172307,4.0209598,4.475283458,3.693655039,1.964108266
ENSMUSG00000018672,192.1312323,208.7970993,258.2532467,174.4829315,100.6246362,122.6410137,114.397982,120.7112701,0.861416108,1.34E-05,0.010861548,Copz2,11,96849870,96861203,+,2208,protein_coding,"coatomer protein complex, subunit zeta 2 [Source:MGI Symbol;Acc:MGI:1929008]",-,211,192,241,189,101,113,120,128,3.783350292,4.082755754,5.091356804,3.471123483,1.971588087,2.41168348,2.245560583,2.377834885,1.964108266
ENSMUSG00000018774,203.058127,247.9465554,371.8418117,336.0412015,136.4908432,132.408882,174.4569226,124.4834972,1.028263566,1.95E-05,0.014740695,Cd68,11,69664213,69666153,-,1257,protein_coding,CD68 antigen [Source:MGI Symbol;Acc:MGI:88342],-,223,228,347,364,137,122,183,132,7.023648234,8.516297205,12.87685357,11.74284787,4.697633923,4.573676961,6.015315508,4.307342906,1.831482048
ENSMUSG00000079056,2768.146665,3130.869004,3007.953791,2563.698946,1815.228586,1934.037932,2037.237397,2128.479192,0.535016713,2.27E-05,0.016144115,Kcnip3,2,127456498,127522094,-,3546,protein_coding,"Kv channel interacting protein 3, calsenilin [Source:MGI Symbol;Acc:MGI:1929258]",-,3040,2879,2807,2777,1822,1782,2137,2257,33.94126462,38.12011249,36.92489265,31.7573662,22.14641949,23.68153791,24.90051849,26.1073999,1.791985766
ENSMUSG00000031980,575.4831224,755.802,488.6451473,557.6068288,339.7326826,328.8515676,293.6214872,402.6852525,0.800145166,2.47E-05,0.016624941,Agt,8,124556534,124569706,-,1891,protein_coding,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:MGI Symbol;Acc:MGI:87963]",-,632,695,456,604,341,303,308,427,13.23179357,17.25617417,11.24835136,12.95247427,7.772428413,7.550783772,6.729794254,9.262050399,1.779239898
ENSMUSG00000020773,105.626649,142.4605209,129.6624185,113.552384,62.76586218,37.98615467,75.31200484,54.69729425,1.084761118,2.62E-05,1,Trim47,11,116105752,116127210,-,2735,protein_coding,tripartite motif-containing 47 [Source:MGI Symbol;Acc:MGI:1917374],-,116,131,121,123,63,35,79,58,1.679166749,2.248874422,2.063685913,1.823707186,0.992835047,0.603047676,1.193472345,0.869844169,0
ENSMUSG00000020766,248.5868551,320.8080432,342.9088753,249.2613308,170.3644831,170.3950367,183.9900878,153.718258,0.77401112,2.65E-05,0.016926919,Galk1,11,116008457,116012719,-,1406,protein_coding,galactokinase 1 [Source:MGI Symbol;Acc:MGI:95730],-,273,295,320,270,171,157,193,163,7.687240946,9.851172756,10.61647198,7.787279669,5.242092382,5.26205358,5.671717454,4.755246969,1.771422082
ENSMUSG00000075334,1231.096806,992.8737065,502.5758204,922.2669238,300.8776251,298.4626439,388.9531389,561.1187944,1.235487988,3.22E-05,0.019527631,Rprm,2,54084093,54085552,-,1460,protein_coding,"reprimo, TP53 dependent G2 arrest mediator candidate [Source:MGI Symbol;Acc:MGI:1915124]",-,1352,913,469,999,302,275,408,595,36.66207176,29.36088633,14.98426852,27.74725089,8.915546465,8.876071096,11.54648795,16.71609781,1.709350448
ENSMUSG00000020629,1012.558912,1170.133744,1430.572964,866.875517,622.6772042,665.3003661,735.9603511,592.2396687,0.775624608,3.57E-05,0.020575097,Adi1,12,28675231,28682175,+,1886,protein_coding,acireductone dioxygenase 1 [Source:MGI Symbol;Acc:MGI:2144929],-,1112,1076,1335,939,625,613,772,628,23.34297829,26.78686092,33.01833255,20.18976353,14.28342009,15.31650652,16.91290507,13.6580516,1.686658118
ENSMUSG00000095597,601.8897847,851.5006705,953.7153094,263.1091825,231.1377782,249.6233021,289.8082212,264.0559033,1.367155252,3.77E-05,0.02077453,Gm6472,X,152909505,152910155,-,651,transcribed_processed_pseudogene,predicted pseudogene 6472 [Source:MGI Symbol;Acc:MGI:3648396],-,661,783,890,285,232,230,304,280,40.19885085,56.47184975,63.77119836,17.75297739,15.3603417,16.64898575,19.294574,17.64200076,1.682468797
ENSMUSG00000097767,9173.128125,10024.43574,8059.43016,10768.08949,13144.96485,17970.70712,15689.68324,13457.4205,-0.66427609,4.18E-05,0.02141945,Miat,5,112213228,112229395,-,9293,lincRNA,myocardial infarction associated transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444886],-,10074,9218,7521,11664,13194,16558,16458,14270,42.91797048,46.57276329,37.75158686,50.89778729,61.1947864,83.96395269,73.17516665,62.98524596,1.669191683
ENSMUSG00000007039,228.5542148,257.7339194,256.1100662,216.9496768,155.4202302,133.4942007,161.1104914,151.8321444,0.670068103,4.69E-05,0.02141945,Ddah2,17,35059035,35062095,+,1593,protein_coding,dimethylarginine dimethylaminohydrolase 2 [Source:MGI Symbol;Acc:MGI:1859016],-,251,237,239,235,156,123,169,161,6.238082484,6.985279854,6.998382658,5.982179153,4.220877063,3.638566107,4.383424474,4.145537937,1.669191683
ENSMUSG00000029810,780.3623986,799.3013957,1009.438002,614.8446159,433.3833341,451.4925812,480.4715246,535.6562609,0.752285071,4.70E-05,0.02141945,Tmem176b,6,48833818,48841496,-,2371,protein_coding,transmembrane protein 176B [Source:MGI Symbol;Acc:MGI:1916348],-,857,735,942,666,435,416,504,568,14.31009231,14.55482624,18.53253841,11.39068924,7.907725469,8.268042699,8.78297369,9.826244708,1.669191683
ENSMUSG00000022817,1788.368437,1840.024438,2156.039553,1797.451152,1208.491918,1220.983543,1472.874019,1271.240563,0.551056923,4.89E-05,0.02141945,Itgb5,16,33829665,33949338,+,3553,protein_coding,integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614],-,1964,1692,2012,1947,1213,1125,1545,1348,21.88464183,22.35920672,26.41486095,22.22174054,14.71497315,14.92101095,17.96701273,15.56200241,1.669191683
ENSMUSG00000055866,735.7442451,487.1932317,620.4507462,663.7736919,984.3281244,1141.755278,879.9111452,1093.002828,-0.708280109,4.98E-05,0.02141945,Per2,1,91415982,91459324,-,5856,protein_coding,period circadian clock 2 [Source:MGI Symbol;Acc:MGI:1195265],-,808,448,579,719,988,1052,923,1159,5.462651063,3.591932658,4.612039899,4.978920031,7.271931129,8.465558319,6.51243246,8.118076912,1.669191683
ENSMUSG00000001025,244.9445568,202.2721899,398.6315675,245.5685703,108.5949044,169.309718,118.2112481,130.141838,1.053029541,5.07E-05,0.02141945,S100a6,3,90612882,90624181,+,1367,protein_coding,S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467],-,269,186,372,266,109,156,124,138,7.790708102,6.388452493,12.6937513,7.890789366,3.436781042,5.377705534,3.7479671,4.140772453,1.669191683
ENSMUSG00000024397,210.3427235,284.9210417,282.8998221,227.104768,130.513142,154.1152561,168.7370235,127.3126676,0.790350119,5.13E-05,0.02141945,Aif1,17,35170991,35176068,-,1532,protein_coding,allograft inflammatory factor 1 [Source:MGI Symbol;Acc:MGI:1343098],-,231,262,264,246,131,142,177,135,5.96961581,8.029597315,8.038235423,6.511539364,3.685584824,4.367878138,4.77372174,3.614479757,1.669191683
ENSMUSG00000066687,1233.82853,995.0486763,1050.158431,1499.260745,1886.961,1837.444567,1835.134295,2003.052638,-0.661886637,5.50E-05,0.022232144,Zbtb16,9,48654297,48836222,-,5283,protein_coding,zinc finger and BTB domain containing 16 [Source:MGI Symbol;Acc:MGI:103222],ZBTB,1355,915,980,1624,1894,1693,1925,2124,10.15434353,8.131894269,8.652886858,12.46558725,15.45230403,15.10140245,15.0554147,16.49091281,1.653018651
ENSMUSG00000044950,558.1822057,460.0061094,507.9337715,595.4576235,887.6886223,927.9474927,773.1396953,708.2356548,-0.634830874,6.22E-05,0.023639801,Pwwp2a,11,43681998,43721491,+,5508,protein_coding,PWWP domain containing 2A [Source:MGI Symbol;Acc:MGI:1918052],-,613,423,474,645,891,855,811,751,4.406154386,3.605767132,4.014208906,4.748682262,6.972325489,7.314979566,6.083724262,5.592639157,1.626356175
ENSMUSG00000078684,234.9282367,120.710823,153.2374036,165.2510304,310.8404603,359.2404913,261.2087257,370.6213214,-0.946811027,6.42E-05,0.023639801,5830417I10Rik,3,88775216,88825587,+,6190,unprocessed_pseudogene,RIKEN cDNA 5830417I10 gene [Source:MGI Symbol;Acc:MGI:1923272],-,258,111,143,179,312,331,274,393,1.650145442,0.841944704,1.077608351,1.172653517,2.172490198,2.519870828,1.828952865,2.604190169,1.626356175
ENSMUSG00000022037,22047.74184,24466.2351,29519.09621,24131.26639,16878.03923,17326.02781,17727.87395,17891.67356,0.520557068,6.44E-05,0.023639801,Clu,14,65968483,65981547,+,3437,protein_coding,clusterin [Source:MGI Symbol;Acc:MGI:88423],-,24213,22498,27547,26139,16941,15964,18596,18972,278.9088129,307.3375467,373.8611495,308.4017013,212.4483639,218.8785087,223.5540822,226.4145736,1.626356175
ENSMUSG00000108064,8.195171047,2.174969784,4.286360941,13.84785171,39.85134107,37.98615467,16.20638079,43.38061268,-2.244595121,6.64E-05,1,Gm44423,6,87796070,87799227,-,3158,TEC,"predicted gene, 44423 [Source:MGI Symbol;Acc:MGI:5690815]",-,9,2,4,15,40,35,17,46,0.112829731,0.02973508,0.059083121,0.192613384,0.545936016,0.522272132,0.222422847,0.597470545,0
ENSMUSG00000097090,20.03264034,17.39975827,13.93067306,52.62183649,78.70639861,86.82549639,63.87220664,96.19179333,-1.637178645,7.06E-05,1,Gm26724,17,27201032,27203071,+,1650,lincRNA,"predicted gene, 26724 [Source:MGI Symbol;Acc:MGI:5477218]",-,22,16,13,57,79,80,67,102,0.527875984,0.455289127,0.367514914,1.400871307,2.063654685,2.284793618,1.677773992,2.535636655,0
ENSMUSG00000036887,1557.993073,1735.625888,3347.647895,2343.979699,1113.844983,1073.380199,1352.756138,988.3235236,0.988446952,7.11E-05,0.025329402,C1qa,4,136895917,136898803,-,1040,protein_coding,"complement component 1, q subcomponent, alpha polypeptide [Source:MGI Symbol;Acc:MGI:88223]",-,1711,1596,3124,2539,1118,989,1419,1048,65.13431311,72.0527876,140.1177794,99.00034091,46.33427211,44.81298636,56.3756621,41.33317216,1.596375061
ENSMUSG00000027533,1831.165442,2074.921174,2078.885056,1461.40995,1191.555098,1064.69765,1329.876541,1174.105713,0.645065903,7.35E-05,0.02544431,Fabp5,3,10012548,10016607,+,3567,protein_coding,"fatty acid binding protein 5, epidermal [Source:MGI Symbol;Acc:MGI:101790]",-,2011,1908,1940,1583,1196,981,1395,1245,22.32040798,25.11461361,25.36963276,17.99637914,14.45180027,12.96005463,16.15897085,14.31650587,1.594409324
ENSMUSG00000018819,77.39883766,120.710823,140.3783208,88.62625094,53.79931044,49.92466043,45.75919282,54.69729425,1.060849346,7.42E-05,1,Lsp1,7,142460809,142494867,+,5174,protein_coding,lymphocyte specific 1 [Source:MGI Symbol;Acc:MGI:96832],-,85,111,131,96,54,46,48,58,0.650407692,1.007274395,1.181028645,0.752405804,0.449843258,0.418959788,0.38331641,0.459803595,0
ENSMUSG00000039997,60.09792101,63.07412374,54.651102,55.39140684,222.1712265,146.5180252,83.8918535,105.6223613,-1.258390379,7.81E-05,0.026039786,Ifi203,1,173920407,173942672,-,6706,protein_coding,interferon activated gene 203 [Source:MGI Symbol;Acc:MGI:96428],-,66,58,51,60,223,135,88,112,0.389648989,0.406083819,0.354749823,0.362823184,1.433293709,0.948661233,0.542202758,0.685054727,1.584362593
ENSMUSG00000045532,296.8473068,392.5820461,303.2600366,239.1062395,176.3421842,172.5656741,198.2898355,173.5224507,0.771504214,7.95E-05,0.026039786,C1ql1,11,102939264,102946688,-,1473,protein_coding,"complement component 1, q subcomponent-like 1 [Source:MGI Symbol;Acc:MGI:1344400]",-,326,361,283,259,177,159,208,184,8.76209627,11.50682995,8.961882566,7.130243244,5.179220489,5.086690475,5.834493864,5.123725679,1.584362593
ENSMUSG00000085642,0,4.349939569,11.78749259,26.7725133,59.7770116,72.71635323,96.28496822,47.15283987,-2.680054829,8.32E-05,1,3110053B16Rik,12,20874125,20921262,-,2205,transcribed_unprocessed_pseudogene,RIKEN cDNA 3110053B16 gene [Source:MGI Symbol;Acc:MGI:1920435],-,0,4,11,29,60,67,101,50,0,0.085173136,0.232701751,0.533330883,1.172833972,1.431881714,1.892584937,0.930105482,0
ENSMUSG00000021676,1842.092336,1151.646501,1839.920434,2073.484996,3451.126137,3380.767766,2736.018404,2609.438158,-0.817748702,8.76E-05,0.027433388,Iqgap2,13,95627177,95891922,-,5771,protein_coding,IQ motif containing GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:2449975],-,2023,1059,1717,2246,3464,3115,2870,2767,13.87835447,8.61581025,13.87825238,15.78214416,25.87144521,25.43594697,20.54818285,19.6665816,1.561720557
ENSMUSG00000076441,855.0295126,1090.747347,973.0039337,1005.354034,652.56571,566.536364,740.7269337,660.1397581,0.582032365,8.83E-05,0.027433388,Ass1,2,31470207,31520672,+,2414,protein_coding,argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090],-,939,1003,908,1089,655,522,777,700,15.40002741,19.50809704,17.54543511,18.29354793,11.69493776,10.1899997,13.29922557,11.89409952,1.561720557
ENSMUSG00000050663,580.0359952,362.1324691,652.5984533,677.6215436,1596.04621,1434.791328,773.1396953,984.5512964,-1.074871888,9.72E-05,0.028882866,Trhde,10,114398823,114802307,-,8065,protein_coding,TRH-degrading enzyme [Source:MGI Symbol;Acc:MGI:2384311],-,637,333,609,734,1602,1322,811,1044,3.127002496,1.938612915,3.522317342,3.69061733,8.561542574,7.724458025,4.154885708,5.309662547,1.539359713
ENSMUSG00000003657,902.3793897,1293.019537,855.1290078,595.4576235,241.1006135,220.3196971,374.6533912,617.7022023,1.325637962,9.77E-05,0.028882866,Calb2,8,110137502,110168210,-,1743,protein_coding,calbindin 2 [Source:MGI Symbol;Acc:MGI:101914],-,991,1189,798,645,242,203,393,655,22.50968589,32.0284342,21.35605665,15.00616288,5.984279364,5.488322018,9.316177673,15.413977,1.539359713
ENSMUSG00000060038,898.7370915,1492.029272,3120.470765,816.1000607,561.9039091,543.7446712,707.3608556,530.9409769,1.432362762,0.000107731,0.031077704,Dhps,8,85071757,85075162,+,2324,protein_coding,deoxyhypusine synthase [Source:MGI Symbol;Acc:MGI:2683592],-,987,1372,2912,884,564,501,742,563,16.81412208,27.71846828,58.44815505,15.42493952,10.46012467,10.15880295,13.19199205,9.936720286,1.507551079
ENSMUSG00000090093,57.36619733,67.42406331,45.00678988,112.6291939,177.3384678,129.1529259,133.4643124,221.6183474,-1.225769706,0.000122348,0.033720505,Gm14399,2,175129493,175142012,-,2561,protein_coding,predicted gene 14399 [Source:MGI Symbol;Acc:MGI:3650082],zf-C2H2,63,62,42,122,178,119,140,235,0.973921915,1.13666726,0.764989144,1.931779623,2.995741284,2.189668229,2.258713026,3.763822009,1.472105936
ENSMUSG00000074457,1574.383416,1819.362225,1981.370345,1334.932905,863.7778177,1052.759144,1242.171422,942.1137405,0.710110736,0.000122458,0.033720505,S100a16,3,90537254,90543151,+,1617,protein_coding,S100 calcium binding protein A16 [Source:MGI Symbol;Acc:MGI:1915110],-,1729,1673,1849,1446,867,970,1303,999,42.33291169,48.57772377,53.33870303,36.26315628,23.11016031,28.26849246,33.29484482,25.34114664,1.472105936
ENSMUSG00000035696,593.6946136,495.8931108,564.728054,760.7086539,1033.146017,1182.997388,803.6458238,985.4943532,-0.7289471,0.000132544,0.035047667,Rnf38,4,44126210,44233789,-,8336,protein_coding,ring finger protein 38 [Source:MGI Symbol;Acc:MGI:1920719],-,652,456,527,824,1037,1090,843,1045,3.096585366,2.568374661,2.948957199,4.008453356,5.361853343,6.161830196,4.178423621,5.141968102,1.45534089
ENSMUSG00000044080,1131.844179,1219.070564,1537.731988,937.9611558,648.5805759,657.7031352,802.6925073,812.9149593,0.723457436,0.000133063,0.035047667,S100a1,3,90511034,90514392,-,694,protein_coding,S100 calcium binding protein A1 [Source:MGI Symbol;Acc:MGI:1338917],-,1243,1121,1435,1016,651,606,842,862,70.9095657,75.83983545,96.45127892,59.36651648,40.43108524,41.14850753,50.12971325,50.94699686,1.45534089
ENSMUSG00000025572,274.0829428,213.1470389,272.1839198,263.1091825,153.4276631,151.9446187,174.4569226,174.4655075,0.644135113,0.000142138,0.036641307,Tmc6,11,117765988,117782198,-,4091,protein_coding,transmembrane channel-like gene family 6 [Source:MGI Symbol;Acc:MGI:1098686],-,301,196,254,285,154,140,183,185,2.912930906,2.249457705,2.896141636,2.82502769,1.622501556,1.612647658,1.848264873,1.854868144,1.436029049
ENSMUSG00000113642,61.91907013,68.51154821,50.36474106,40.62036501,22.91452111,31.47424244,18.11301382,20.74724954,1.252008238,0.000142665,1,Gm49329,12,17900734,18065610,+,1498,transcribed_unprocessed_pseudogene,"predicted gene, 49329 [Source:MGI Symbol;Acc:MGI:6121514]",-,68,63,47,44,23,29,19,22,1.797174578,1.974603834,1.463529917,1.19109991,0.661774309,0.912277825,0.524064072,0.60239542,0
ENSMUSG00000025020,4313.391694,3830.12179,3759.138545,4093.424965,6692.036449,5713.117663,5095.476783,5351.847325,-0.514518512,0.000151519,0.037987623,Slit1,19,41600257,41743665,-,5921,protein_coding,slit guidance ligand 1 [Source:MGI Symbol;Acc:MGI:1315203],-,4737,3522,3508,4434,6717,5264,5345,5675,31.67389633,27.92836621,27.63631179,30.36742421,48.89609404,41.89495745,37.29883333,39.31348991,1.420357879
ENSMUSG00000031765,4577.458317,4565.261577,6976.052432,3310.559749,2467.794296,2952.066877,2844.696487,2561.342262,0.843686741,0.000153631,0.037987623,Mt1,8,94179082,94180327,+,1246,protein_coding,metallothionein 1 [Source:MGI Symbol;Acc:MGI:97171],-,5027,4198,6510,3586,2477,2720,2984,2716,159.7290873,158.1887637,243.7128937,116.7077164,85.68441675,102.8707239,98.95172642,89.4092634,1.420357879
ENSMUSG00000036304,1404.105973,1184.271048,1036.227758,1267.540026,1723.570501,1999.157054,1869.45369,1620.171578,-0.559463619,0.000165019,0.039157721,Zdhhc23,16,43965033,43979791,-,5836,protein_coding,"zinc finger, DHHC domain containing 23 [Source:MGI Symbol;Acc:MGI:2685625]",-,1542,1089,967,1373,1730,1842,1961,1718,10.46073638,8.761204881,7.729061285,9.540312104,12.7768766,14.87357189,13.88369006,12.07476452,1.407182594
ENSMUSG00000039145,4649.393707,3525.62602,4917.52759,5039.694832,8921.718982,9077.605648,5849.550148,6647.607364,-0.749993111,0.000165303,0.039157721,Camk1d,2,5293457,5714515,-,7427,protein_coding,calcium/calmodulin-dependent protein kinase ID [Source:MGI Symbol;Acc:MGI:2442190],-,5106,3242,4589,5459,8955,8364,6136,7049,27.21827225,20.49513704,28.82173985,29.80622661,51.96920184,53.06907701,34.13614907,38.93004272,1.407182594
ENSMUSG00000001313,2307.395937,2490.340403,2173.184997,1605.427608,1328.045941,1005.005121,1366.102569,1494.745024,0.72317851,0.000171287,0.039157721,Rnd2,11,101464999,101471853,+,1990,protein_coding,Rho family GTPase 2 [Source:MGI Symbol;Acc:MGI:1338755],-,2534,2290,2028,1739,1333,926,1433,1585,50.41348278,54.02983557,47.53685374,35.43674587,28.87160674,21.92799101,29.75333919,32.66983822,1.407182594
