gene_id,SHEF26,SHEF27,SHEF28,SHEF29,SHEF16,SHEF18,SHEF20,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,SHEF26_readcount,SHEF27_readcount,SHEF28_readcount,SHEF29_readcount,SHEF16_readcount,SHEF18_readcount,SHEF20_readcount,SHEF26_fpkm,SHEF27_fpkm,SHEF28_fpkm,SHEF29_fpkm,SHEF16_fpkm,SHEF18_fpkm,SHEF20_fpkm,-log10(padj)
ENSMUSG00000036095,4809.975928,6416.184675,6158.621233,6627.415754,1679.715282,2255.727164,3370.73184,1.301244533,3.86E-08,5.92E-05,Dgkb,12,37817726,38634239,+,11377,protein_coding,"diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]",-,4908,6451,6761,6191,1588,2142,3819,18.74948389,25.11178337,24.10649312,25.83158112,6.518448424,8.788791845,13.23040698,4.227777207
ENSMUSG00000030792,15.68044312,19.89206224,22.77259737,7.493443754,301.4602364,42.12375656,106.797212,-3.183400912,4.57E-08,6.42E-05,Dkkl1,7,45207519,45212147,-,1576,protein_coding,dickkopf-like 1 [Source:MGI Symbol;Acc:MGI:1354963],-,16,20,25,7,285,40,121,0.441241438,0.562020368,0.643479408,0.210843283,8.445203917,1.184789641,3.026080386,4.192567786
ENSMUSG00000050321,2029.637357,2834.618869,2719.95903,2927.795524,766.8725311,930.9350199,1484.569509,1.308143918,5.76E-08,7.47E-05,Neto1,18,86394952,86501897,+,3531,protein_coding,neuropilin (NRP) and tolloid (TLL)-like 1 [Source:MGI Symbol;Acc:MGI:2180216],-,2071,2850,2986,2735,725,884,1682,25.49147132,35.7458324,34.30385628,36.76863919,9.588745294,11.68670328,18.77498408,4.126503705
ENSMUSG00000019997,132.3037388,105.4279299,84.71406222,64.22951789,357.5212628,203.2471254,308.0349338,-1.582178641,6.29E-08,7.58E-05,Ctgf,10,24595442,24598683,+,2861,protein_coding,connective tissue growth factor [Source:MGI Symbol;Acc:MGI:95537],-,135,106,93,60,338,193,349,2.050824194,1.640840171,1.318608737,0.995523088,5.517220434,3.149030895,4.807938155,4.120484849
ENSMUSG00000028226,419.4518535,763.85519,701.395999,724.7230602,208.3777774,196.9285619,326.5699871,1.416978881,7.99E-08,8.98E-05,Mmp16,4,17852893,18119145,+,8667,protein_coding,matrix metallopeptidase 16 [Source:MGI Symbol;Acc:MGI:1276107],-,428,768,770,677,197,187,370,2.146285512,3.924376766,3.603900457,3.707983696,1.061497372,1.007187391,1.682612965,4.046952639
ENSMUSG00000056035,8.820249256,6.962221784,6.376327264,7.493443754,67.69633378,50.54850787,25.59602602,-2.689946356,8.80E-08,9.27E-05,Cyp3a11,5,145854426,145879964,-,5093,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 11 [Source:MGI Symbol;Acc:MGI:88609]",-,9,7,7,7,64,48,29,0.076803561,0.060869907,0.055753896,0.06524426,0.586850922,0.439951732,0.224427269,4.032755276
ENSMUSG00000053007,182.2851513,154.1634824,231.3695893,187.3360938,87.79368287,75.8227618,87.3795371,1.174079089,9.55E-08,9.46E-05,Creb5,6,53287270,53700376,+,25021,protein_coding,cAMP responsive element binding protein 5 [Source:MGI Symbol;Acc:MGI:2443973],TF_bZIP,186,155,254,175,83,72,99,0.323087981,0.274350217,0.411793903,0.332010126,0.154915518,0.134327615,0.155948727,4.023886454
ENSMUSG00000031654,152.8843204,41.7733307,92.00129337,82.42788129,515.1267898,319.0874559,280.6736646,-2.00885272,1.03E-07,9.63E-05,Cbln1,8,87468405,87472609,-,3037,protein_coding,cerebellin 1 precursor protein [Source:MGI Symbol;Acc:MGI:88281],-,156,42,101,77,487,303,318,2.232504423,0.612467109,1.349048117,1.203549279,7.488686722,4.657311721,4.126992043,4.016417468
ENSMUSG00000046417,120.5434065,87.52507385,102.0212362,113.4721483,312.0377885,214.8311584,210.9465593,-1.214970749,1.09E-07,9.70E-05,Lrrc75a,11,62604884,62648523,-,2089,protein_coding,leucine rich repeat containing 75A [Source:MGI Symbol;Acc:MGI:2682293],-,123,88,112,106,295,204,239,2.559052484,1.86561706,2.174855669,2.408714733,6.594852242,4.55857598,4.509316976,4.01330924
ENSMUSG00000044067,2333.445942,2670.509356,2582.412542,2594.872523,1091.603382,1119.43883,1685.807231,0.969806508,1.33E-07,0.000112287,Gpr22,12,31706867,31713947,-,4608,protein_coding,G protein-coupled receptor 22 [Source:MGI Symbol;Acc:MGI:1920260],-,2381,2685,2835,2424,1032,1063,1910,22.45739856,25.80537009,24.95694668,24.97112386,10.45896526,10.76857568,16.33699591,3.949671761
ENSMUSG00000102545,90.16254795,118.3577703,121.150218,131.6705117,35.96367732,17.90259654,48.54418728,1.745927692,1.65E-07,0.000132597,6430573P05Rik,3,79287173,79289848,+,2610,lincRNA,RIKEN cDNA 6430573P05 gene [Source:MGI Symbol;Acc:MGI:2686494],-,92,119,133,123,34,17,55,1.532003797,2.019225055,2.067102403,2.23708532,0.608358952,0.304050614,0.830564732,3.877466273
ENSMUSG00000027568,98.98279721,67.63301161,70.1395999,80.28689736,279.2473768,153.7517114,195.9419923,-1.403273737,1.91E-07,0.000146618,Ntsr1,2,180499976,180544980,+,3917,protein_coding,neurotensin receptor 1 [Source:MGI Symbol;Acc:MGI:97386],-,101,68,77,75,264,146,222,1.120676652,0.768835828,0.79742163,0.908919949,3.147544283,1.739949945,2.233833021,3.833812456
ENSMUSG00000055540,1107.431296,2371.133819,2588.788869,2561.687272,306.7490124,472.8391673,935.5788821,1.914988126,2.41E-07,0.000176884,Epha6,16,59653483,60605531,-,5289,protein_coding,Eph receptor A6 [Source:MGI Symbol;Acc:MGI:108034],-,1130,2384,2842,2393,290,449,1060,9.285758789,19.96231739,21.79723291,21.47766556,2.560624665,3.962873819,7.899208947,3.752311526
ENSMUSG00000026872,6142.813593,7234.743037,7836.506207,7566.237208,2033.005524,2270.470478,4353.972288,1.317761107,2.84E-07,0.000195381,Zeb2,2,44983632,45117395,-,19942,protein_coding,zinc finger E-box binding homeobox 2 [Source:MGI Symbol;Acc:MGI:1344407],zf-C2H2,6268,7274,8603,7068,1922,2156,4933,13.66069508,16.15410335,17.49975906,16.8246397,4.500970484,5.046816507,9.749755102,3.709118452
ENSMUSG00000032375,652.698445,728.049478,739.6539626,739.7099477,258.0922725,293.813202,455.4327388,1.088120736,2.90E-07,0.000195381,Aph1b,9,66775202,66795490,-,5163,protein_coding,"aph1 homolog B, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:3522097]",-,666,732,812,691,244,279,516,5.606407043,6.278952944,6.379766187,6.353219586,2.20703487,2.522548637,3.939116997,3.709118452
ENSMUSG00000041624,146.0241266,459.5066377,442.6992929,481.7213842,38.07918775,51.60160178,134.1584812,2.352831166,3.01E-07,0.000195381,Gucy1a2,9,3532778,3894736,+,6650,protein_coding,"guanylate cyclase 1, soluble, alpha 2 [Source:MGI Symbol;Acc:MGI:2660877]",-,149,462,486,450,36,49,152,0.973816536,3.076795294,2.964595754,3.212246113,0.252814715,0.34396314,0.90089307,3.709118452
ENSMUSG00000074743,380.2507457,391.8736261,391.6886748,416.4213743,251.7457412,231.6806611,237.4252069,0.717278151,3.20E-07,0.000199481,Thbd,2,148404466,148408188,-,3723,protein_coding,thrombomodulin [Source:MGI Symbol;Acc:MGI:98736],-,388,394,430,389,238,220,269,4.529509876,4.686854356,4.685179967,4.959918141,2.985419838,2.758462694,2.847806961,3.700099305
ENSMUSG00000068696,127.4036004,44.75714004,65.58508042,22.48033126,553.2059776,187.4507167,357.4617427,-2.490461268,3.72E-07,0.000215396,Gpr88,3,116249654,116253503,-,3504,protein_coding,G-protein coupled receptor 88 [Source:MGI Symbol;Acc:MGI:1927653],-,130,45,72,21,523,178,405,1.612470494,0.568756913,0.833526203,0.284494019,6.970422212,2.371337532,4.555564807,3.666761732
ENSMUSG00000057715,1407.31977,1985.227812,2123.316979,1667.826481,483.3941334,811.9354076,959.4096649,1.256181165,3.80E-07,0.000215396,A830018L16Rik,1,11414105,11975901,+,9183,protein_coding,RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149],-,1436,1996,2331,1558,457,771,1087,6.796453927,9.626185469,10.29694866,8.053799485,2.324090895,3.919288778,4.665479261,3.666761732
ENSMUSG00000000948,239.1267576,615.6593263,635.8109186,588.7705807,98.37123502,95.83154616,218.007532,1.916694273,3.83E-07,0.000215396,Gm38393,7,59974149,60005064,-,5216,protein_coding,"predicted gene, 38393 [Source:MGI Symbol;Acc:MGI:5613898]",-,244,619,698,550,93,91,247,2.033128205,5.255709334,5.428360707,5.005449113,0.832658384,0.814406591,1.866425563,3.666761732
ENSMUSG00000045441,229.3264807,422.7063226,336.1235372,413.2098984,45.48347426,67.39801049,158.8718856,1.945672535,4.00E-07,0.000217469,Gprin3,6,59347226,59426294,-,8339,protein_coding,GPRIN family member 3 [Source:MGI Symbol;Acc:MGI:1924785],-,234,425,369,386,43,64,180,1.219591546,2.257112618,1.794995031,2.197309709,0.240810808,0.358264247,0.850765431,3.662602627
ENSMUSG00000039629,761.4815191,816.5691549,1455.624424,1568.270729,221.07084,289.6008263,529.5729521,1.728939513,4.18E-07,0.000217499,Strip2,6,29917012,29959681,+,8329,protein_coding,striatin interacting protein 2 [Source:MGI Symbol;Acc:MGI:2444363],-,777,821,1598,1465,209,275,600,4.054531495,4.365445467,7.782780305,8.349543014,1.171857807,1.541264949,2.839289601,3.662543357
ENSMUSG00000054659,123.4834896,141.2336419,109.3084674,131.6705117,41.2524534,35.80519307,66.19661902,1.393984446,4.26E-07,0.000217499,Pm20d2,4,33174230,33189737,-,1834,protein_coding,peptidase M20 domain containing 2 [Source:MGI Symbol;Acc:MGI:2685270],-,126,142,120,123,39,34,75,2.985958279,3.428998423,2.654194672,3.183638323,0.993085794,0.865400329,1.611807735,3.662543357
ENSMUSG00000053137,686.9994143,552.9993303,547.4532408,550.2328699,1283.057076,914.0855173,1025.606284,-0.878052318,4.73E-07,0.00023108,Mapk11,15,89142486,89149628,-,2887,protein_coding,mitogen-activated protein kinase 11 [Source:MGI Symbol;Acc:MGI:1338024],-,701,556,601,514,1213,868,1162,10.55318996,8.529160365,8.444589568,8.451509401,19.62164936,14.03493519,15.86392499,3.636238086
ENSMUSG00000074715,143.0840435,141.2336419,99.28852453,93.13280094,46.54122947,31.59281742,50.30943045,1.472932095,4.96E-07,0.00023108,Ccl28,13,119623819,119654359,+,4844,protein_coding,chemokine (C-C motif) ligand 28 [Source:MGI Symbol;Acc:MGI:1861731],-,146,142,109,87,44,30,57,1.309969677,1.298262409,0.912794935,0.852575919,0.424199386,0.289104326,0.463790688,3.636238086
ENSMUSG00000073409,77.42218792,61.66539294,41.90157916,24.62131519,111.0642976,255.9018211,278.9084215,-2.065798051,5.06E-07,0.00023108,H2-Q6,17,35424850,35430055,+,2085,protein_coding,"histocompatibility 2, Q region locus 6 [Source:MGI Symbol;Acc:MGI:95935]",-,79,62,46,23,105,243,316,1.646772301,1.316933674,0.894957951,0.523648327,2.351823542,5.440485844,5.973547574,3.636238086
ENSMUSG00000051379,805.5827654,896.1374039,894.5076247,950.5968648,520.4155659,521.2814874,608.1262734,0.687994916,5.07E-07,0.00023108,Flrt3,2,140650914,140671469,-,4865,protein_coding,fibronectin leucine rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1918686],-,822,901,982,888,492,495,689,7.343472866,8.20200857,8.188031438,8.664590954,4.722845643,4.749630499,5.581972349,3.636238086
ENSMUSG00000036578,759.5214637,520.1774276,484.600872,554.5148378,1482.972812,1254.234851,961.1749081,-1.08824761,5.36E-07,0.000237894,Fxyd7,7,31042513,31051467,-,693,protein_coding,FXYD domain-containing ion transport regulator 7 [Source:MGI Symbol;Acc:MGI:1889006],-,775,523,532,518,1402,1191,1089,48.6050047,33.42309987,31.14076348,35.48252104,94.47921422,80.22615849,61.93639856,3.62361714
ENSMUSG00000037279,32.34091394,13.92444357,20.03988569,9.634427684,206.262267,55.81397744,81.20118599,-2.586406073,6.05E-07,0.000254808,Ovol2,2,144305175,144332146,-,2113,protein_coding,ovo like zinc finger 2 [Source:MGI Symbol;Acc:MGI:1338039],zf-C2H2,33,14,22,9,195,53,92,0.67877676,0.293431552,0.422351501,0.202190598,4.30979495,1.170883923,1.716088314,3.59378714
ENSMUSG00000087185,22.54063699,44.75714004,61.03056095,49.24263038,11.63530737,3.159281742,3.530486348,2.880794651,6.05E-07,0.000254808,Gm13872,2,102737907,102746760,-,1825,antisense,predicted gene 13872 [Source:MGI Symbol;Acc:MGI:3650731],-,23,45,67,46,11,3,4,0.547743823,1.092013274,1.489233484,1.196500561,0.281482442,0.076735417,0.086387007,3.59378714
ENSMUSG00000078862,410.6316043,489.3447311,472.7591214,529.8935226,266.5543143,298.0255776,265.6690977,0.781466422,6.35E-07,0.000261177,Gm14326,2,177935993,177957297,-,2863,protein_coding,predicted gene 14326 [Source:MGI Symbol;Acc:MGI:3709298],zf-C2H2,419,492,519,495,252,283,301,6.360704157,7.610654857,7.353546925,8.207328088,4.110557109,4.614265267,4.143777721,3.583064449
ENSMUSG00000078878,369.4704411,404.8034666,448.1647162,388.5885832,242.2259443,209.5656889,145.6325618,1.019589594,7.14E-07,0.000286667,Gm14305,2,176708328,176721813,+,2500,protein_coding,predicted gene 14305 [Source:MGI Symbol;Acc:MGI:3709632],zf-C2H2,377,407,492,363,229,199,165,6.554112069,7.209956972,7.983180566,6.892623559,4.277765438,3.715784665,2.601328739,3.542622598
ENSMUSG00000050505,3032.205689,3629.306756,3664.566369,3807.739919,1070.448278,1486.968606,2203.906102,1.154211036,7.47E-07,0.000290591,Pcdh20,14,88464743,88471396,-,5492,protein_coding,protocadherin 20 [Source:MGI Symbol;Acc:MGI:2443376],-,3094,3649,4023,3557,1012,1412,2497,24.4851237,29.42534796,29.71463242,30.74477226,8.60540823,12.00166882,17.92005413,3.536717893
ENSMUSG00000078958,20.5805816,14.91904668,5.465423369,18.1983634,141.7391988,60.02635309,50.30943045,-2.51049259,7.59E-07,0.000290591,Atp6ap1l,13,90883433,90905355,-,1280,protein_coding,"ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:MGI Symbol;Acc:MGI:3648665]",-,21,15,6,17,134,57,57,0.713053058,0.518990683,0.190148165,0.630459068,4.88895818,2.07875045,1.755157885,3.536717893
ENSMUSG00000022708,5445.033874,10766.57869,11944.68277,9576.621118,1374.024025,2049.320756,4569.331955,1.823842299,8.99E-07,0.00033685,Zbtb20,16,42875881,43642602,+,30730,protein_coding,zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213],ZBTB,5556,10825,13113,8946,1299,1946,5177,7.858003147,15.60068318,17.30973261,13.81924376,1.974095163,2.956090638,6.639982094,3.47256373
ENSMUSG00000023046,260.6873669,189.9691944,184.9134906,162.7147787,974.1925533,454.9365708,375.996796,-1.591284843,9.38E-07,0.000343492,Igfbp6,15,102144362,102149511,+,1112,protein_coding,insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441],-,266,191,203,152,921,432,426,10.39655298,7.60688503,7.405290653,6.488685793,38.67909789,18.13495281,15.09927571,3.464083701
ENSMUSG00000023067,93.10263104,100.4549143,91.09038948,115.6131322,352.2324867,250.6363515,164.1676152,-1.352523367,9.68E-07,0.000346996,Cdkn1a,17,29090976,29100727,+,3553,protein_coding,cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556],-,95,101,100,108,333,238,186,1.162093092,1.258938279,1.141709595,1.442934083,4.376939258,3.126937637,2.063331651,3.459675504
ENSMUSG00000018634,260.6873669,201.9044317,189.4680101,192.6885537,642.0574157,355.9457429,431.601956,-1.173628375,1.03E-06,0.000348033,Crhr1,11,104132855,104175523,+,2460,protein_coding,corticotropin releasing hormone receptor 1 [Source:MGI Symbol;Acc:MGI:88498],-,266,203,208,180,607,338,489,4.699580045,3.654594558,3.429881267,3.473404333,11.52325248,6.413853907,7.834748421,3.458379462
ENSMUSG00000032289,1229.934757,1442.174512,1715.232034,1750.254363,408.2935131,822.4663468,750.2283489,1.216044717,1.06E-06,0.000348033,Thsd4,9,59966931,60522046,-,13986,protein_coding,"thrombospondin, type I, domain containing 4 [Source:MGI Symbol;Acc:MGI:2672033]",-,1255,1450,1883,1635,386,781,850,3.899983086,4.591480569,5.461446132,5.549350767,1.288888279,2.606723579,2.39539261,3.458379462
ENSMUSG00000053004,146.0241266,131.2876108,115.6847946,107.0491965,488.6829095,242.2116002,250.6645307,-1.386798431,1.06E-06,0.000348033,Hrh1,6,114397936,114483296,+,4450,protein_coding,histamine receptor H1 [Source:MGI Symbol;Acc:MGI:107619],-,149,132,127,100,462,230,284,1.455253924,1.313687878,1.157696095,1.06673841,4.848455994,2.412710951,2.51541492,3.458379462
ENSMUSG00000027175,908.4856734,1155.728816,1410.079229,1295.295277,286.6516633,270.6451359,676.9707571,1.533603868,1.06E-06,0.000348033,Tcp11l1,2,104657288,104712169,-,6877,protein_coding,t-complex 11 like 1 [Source:MGI Symbol;Acc:MGI:2444263],-,927,1162,1548,1210,271,257,767,5.858591692,7.483165944,9.13109351,8.352265473,1.84031328,1.744502392,4.395898368,3.458379462
ENSMUSG00000097391,488.0537922,409.7764821,381.6687319,327.5705412,719.2735464,724.5286128,692.8579457,-0.825350621,1.07E-06,0.000348033,Mirg,12,109729764,109749460,+,7292,lincRNA,miRNA containing gene [Source:MGI Symbol;Acc:MGI:3781106],-,498,412,419,306,680,688,785,2.968213967,2.502239229,2.330870907,1.992015486,4.354955747,4.404323885,4.243012393,3.458379462
ENSMUSG00000024998,347.9098318,325.2352176,437.2338695,403.5754708,154.4322614,181.1321532,232.1294774,0.997468565,1.11E-06,0.000351007,Plce1,19,38481109,38785030,+,15998,protein_coding,"phospholipase C, epsilon 1 [Source:MGI Symbol;Acc:MGI:1921305]",-,355,327,480,377,146,172,263,0.964439929,0.905232906,1.217100395,1.118648389,0.426195301,0.501880388,0.647949799,3.454684043
ENSMUSG00000024077,2079.618769,2205.035099,2247.199908,2272.654441,1288.345852,1173.14662,1588.718856,0.704569856,1.12E-06,0.000351007,Strn,17,78649913,78737196,-,8858,protein_coding,"striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]",-,2122,2217,2467,2123,1218,1114,1800,10.41171389,11.08430046,11.29755155,11.37711799,6.421450009,5.870660761,8.009181447,3.454684043
ENSMUSG00000053930,3685.884161,4842.722552,4913.415608,5203.661441,977.3658189,1837.64888,2567.546196,1.37712405,1.15E-06,0.000351571,Shisa6,11,66211725,66525964,-,7449,protein_coding,shisa family member 6 [Source:MGI Symbol;Acc:MGI:2685725],-,3761,4869,5394,4861,924,1745,2909,21.94410541,28.94810056,29.37404975,30.97744472,5.792892784,10.93540639,15.39207073,3.453986679
ENSMUSG00000060550,54.88155093,54.70317116,34.614348,23.55082323,87.79368287,153.7517114,295.6782316,-2.095153807,1.20E-06,0.000355768,H2-Q7,17,35439155,35443773,+,4265,protein_coding,"histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]",-,56,55,38,22,83,146,335,0.570665362,0.571112843,0.361422695,0.244862111,0.908825597,1.59797982,3.09582979,3.448833113
ENSMUSG00000026834,615.4573926,876.2453417,748.7630015,771.8247067,225.3018609,246.4239759,460.7284684,1.274429439,1.21E-06,0.000355768,Acvr1c,2,58267453,58357895,-,9292,protein_coding,"activin A receptor, type IC [Source:MGI Symbol;Acc:MGI:2661081]",-,628,881,822,721,213,234,522,2.937399145,4.198991347,3.588504331,3.683358642,1.070512877,1.175558177,2.214178378,3.448833113
ENSMUSG00000090093,133.2837665,250.6399842,203.1315685,214.098393,86.73592765,72.66348006,91.79264504,1.256318345,1.22E-06,0.000355768,Gm14399,2,175129493,175142012,-,2561,protein_coding,predicted gene 14399 [Source:MGI Symbol;Acc:MGI:3650082],zf-C2H2,136,252,223,200,82,69,104,2.308032136,4.357819468,3.532206968,3.707134652,1.495291166,1.257699773,1.600571444,3.448833113
ENSMUSG00000059173,5316.650246,5725.930116,5603.880761,5786.00907,3630.215899,3531.023893,4193.335159,0.567050753,1.33E-06,0.000379437,Pde1a,2,79834453,80129458,-,6012,protein_coding,"phosphodiesterase 1A, calmodulin-dependent [Source:MGI Symbol;Acc:MGI:1201792]",-,5425,5757,6152,5405,3432,3353,4751,39.21870888,42.40875568,41.50956796,42.67707736,26.65936501,26.03466848,31.1470817,3.420860492
ENSMUSG00000027257,527.2549,459.5066377,471.8482175,510.6246672,994.2899024,870.9086668,700.80154,-0.796286268,1.42E-06,0.000394474,Pacsin3,2,91255954,91264679,+,4327,protein_coding,protein kinase C and casein kinase substrate in neurons 3 [Source:MGI Symbol;Acc:MGI:1891410],-,538,462,518,477,940,827,794,5.403907445,4.728608437,4.856168224,5.23298425,10.14524296,8.921873981,7.232441187,3.403981379
ENSMUSG00000049252,831.0634855,1674.911641,1578.59645,2040.357685,277.1318664,367.5297759,750.2283489,1.71839243,1.45E-06,0.000394474,Lrp1b,2,40595246,42653624,-,23774,protein_coding,low density lipoprotein-related protein 1B (deleted in tumors) [Source:MGI Symbol;Acc:MGI:2151136],-,848,1684,1733,1906,262,349,850,1.550265619,3.137025877,2.956971663,3.805735328,0.514660131,0.685268295,1.409184867,3.403981379
ENSMUSG00000074776,40.1811355,63.65459917,71.05050379,65.30000986,12.69306258,13.69022088,22.94816126,1.854438876,1.47E-06,0.000394474,Gm10754,10,97681414,97967090,-,1633,lincRNA,predicted gene 10754 [Source:MGI Symbol;Acc:MGI:3642925],-,41,64,78,61,12,13,26,1.091214664,1.735689602,1.937578364,1.773215807,0.343175721,0.3716162,0.627535742,3.403981379
ENSMUSG00000072568,352.8099703,349.1056923,398.065002,475.2984324,229.5328817,208.512595,218.007532,0.848141249,1.47E-06,0.000394474,Fam84b,15,60818994,60853778,-,5926,protein_coding,"family with sequence similarity 84, member B [Source:MGI Symbol;Acc:MGI:3026924]",-,360,351,437,444,217,198,247,2.640300605,2.623153721,2.991373542,3.556634744,1.710092413,1.559699789,1.642807246,3.403981379
ENSMUSG00000035168,4121.996486,4605.012408,4651.075287,4332.280982,1755.873657,2353.664898,2989.439315,0.90356729,1.64E-06,0.000431671,Tanc1,2,59612042,59846149,+,14570,protein_coding,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1914110]",-,4206,4630,5106,4047,1660,2235,3387,12.54648981,14.07342204,14.21582659,13.18534799,5.320715404,7.160699453,9.162351491,3.364846728
ENSMUSG00000026479,89.18252026,33.81650581,47.36700253,44.96066252,303.5757468,96.88464008,249.7819091,-2.009356771,1.90E-06,0.000486303,Lamc2,1,153122756,153186447,-,8039,protein_coding,"laminin, gamma 2 [Source:MGI Symbol;Acc:MGI:99913]",-,91,34,52,42,287,92,283,0.491985026,0.187307497,0.262392957,0.248007723,1.66725244,0.534223845,1.387508685,3.313092722
