gene_id,SHEF16,SHEF18,SHEF20,SHEF6,SHEF7,SHEF8,SHEF9,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,SHEF16_readcount,SHEF18_readcount,SHEF20_readcount,SHEF6_readcount,SHEF7_readcount,SHEF8_readcount,SHEF9_readcount,SHEF16_fpkm,SHEF18_fpkm,SHEF20_fpkm,SHEF6_fpkm,SHEF7_fpkm,SHEF8_fpkm,SHEF9_fpkm,-log10(padj)
ENSMUSG00000042532,4157.019982,3193.478481,2615.125352,1834.014607,1941.423963,1869.977106,1774.318281,0.84046408,4.56E-06,0.005200082,Golga7b,19,42247574,42270348,+,2988,protein_coding,"golgi autoantigen, golgin subfamily a, 7B [Source:MGI Symbol;Acc:MGI:1918396]",-,3865,2974,2937,1859,1808,1981,1896,60.40743548,46.46199367,38.74134167,26.81591851,28.51404083,27.39343422,26.02726498,2.28398977
ENSMUSG00000079523,4858.281826,4063.255741,2921.425359,1896.167873,1585.997341,2376.881551,2041.027516,0.998854142,5.22E-06,0.005494045,Tmsb10,6,72957347,72958748,-,1276,protein_coding,"thymosin, beta 10 [Source:MGI Symbol;Acc:MGI:109146]",-,4517,3784,3281,1922,1477,2518,2181,165.318292,138.4324559,101.3460577,64.92270248,54.54698556,81.53567121,70.10932484,2.260107818
ENSMUSG00000060038,5438.005958,954.6073873,8125.85426,556.4197088,537.9720163,700.415453,526.8677174,3.059699867,5.80E-06,0.005669648,Dhps,8,85071757,85075162,+,2324,protein_coding,deoxyhypusine synthase [Source:MGI Symbol;Acc:MGI:2683592],-,5056,889,9126,564,501,742,563,101.5997022,17.85677834,154.7731581,10.46012467,10.15880295,13.19199205,9.936720286,2.246443899
ENSMUSG00000032492,240.9243146,264.1545751,219.0401214,130.2258893,104.1582547,136.8736397,143.1807473,0.905227118,6.82E-06,0.006175541,Pth1r,9,110722085,110747145,-,2925,protein_coding,parathyroid hormone 1 receptor [Source:MGI Symbol;Acc:MGI:97801],-,224,246,246,132,97,145,153,3.576379868,3.925967562,3.314824501,1.945100034,1.56274025,2.048258336,2.145538708,2.209325006
ENSMUSG00000021848,12.90665971,15.0331872,18.69854695,42.42207,65.50158282,51.91758749,260.1584821,-2.753323973,7.22E-06,0.006175541,Otx2,14,48657677,48673819,-,4221,protein_coding,orthodenticle homeobox 2 [Source:MGI Symbol;Acc:MGI:97451],TF_Otx,12,14,21,43,61,55,278,0.132766158,0.154828232,0.19608991,0.439083365,0.681013023,0.538381263,2.70147055,2.209325006
ENSMUSG00000109095,103.2532777,202.9480272,22.26017494,5.919358604,15.03315016,25.48681568,13.10150629,2.875267552,8.34E-06,0.006339217,Gm44799,8,9658248,9659449,-,1202,TEC,predicted gene 44799 [Source:MGI Symbol;Acc:MGI:5753375],-,96,189,25,6,14,27,14,3.729823311,7.339978821,0.819760229,0.21514966,0.548863691,0.928115222,0.477743032,2.197964353
ENSMUSG00000002897,642.1063206,482.1357896,531.5729775,310.7663267,312.474764,320.0011301,358.4197793,0.761608329,8.34E-06,0.006339217,Il17ra,6,120463247,120487559,+,8662,protein_coding,interleukin 17 receptor A [Source:MGI Symbol;Acc:MGI:107399],-,597,449,597,315,291,339,383,3.218678843,2.419722885,2.716485901,1.567423144,1.583126956,1.617052492,1.813641264,2.197964353
ENSMUSG00000093460,1.075554976,0,1.780813995,11.83871721,15.03315016,33.9824209,32.75376573,-4.561280103,8.82E-06,1,Six3os1,17,85600651,85618398,-,11884,processed_transcript,"SIX homeobox 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925118]",-,1,0,2,12,14,36,35,0.003929695,0,0.006633132,0.043522365,0.055514486,0.125164871,0.120802576,0
ENSMUSG00000027188,852.9150959,439.1838261,514.6552446,265.3845774,201.8737307,282.2428847,308.8212198,1.185555038,9.17E-06,0.006497252,Pamr1,2,102550012,102643041,+,6046,protein_coding,peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082],-,793,409,578,269,188,299,330,6.12528835,3.157858279,3.768000911,1.917688296,1.465313803,2.043363563,2.238806663,2.187270265
ENSMUSG00000036578,1507.928076,1278.894711,969.6532203,680.7262395,706.5580573,768.3802948,596.1185363,0.863602392,9.62E-06,0.006497252,Fxyd7,7,31042513,31051467,-,693,protein_coding,FXYD domain-containing ion transport regulator 7 [Source:MGI Symbol;Acc:MGI:1889006],-,1402,1191,1089,690,658,814,637,94.47921422,80.22615849,61.93639856,42.91506125,44.74387501,48.53262364,37.70309405,2.187270265
ENSMUSG00000030898,1240.114887,278.1139632,506.6415816,157.8495628,117.0438119,194.454964,248.9286196,1.909345381,9.98E-06,0.006497252,Cckbr,7,105425731,105470898,+,2862,protein_coding,cholecystokinin B receptor [Source:MGI Symbol;Acc:MGI:99479],-,1153,259,569,160,109,206,266,18.81400138,4.224425008,7.835991216,2.409596001,1.794724546,2.9739947,3.812262533,2.187270265
ENSMUSG00000041453,7039.507317,8276.843354,4305.117833,3423.362393,3452.255554,2795.054119,3354.921433,1.006038681,1.10E-05,0.006594276,Rpl21,5,146832890,146837032,+,3400,protein_coding,ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:1278340],-,6545,7708,4835,3470,3215,2961,3585,89.89845488,105.8279197,56.04912859,43.98903536,44.55977552,35.98339114,43.24949458,2.180832891
ENSMUSG00000007944,2526.478638,1855.52482,1235.884913,907.634986,761.3216757,1003.425373,891.8382498,1.070997187,1.11E-05,0.006594276,Ttc9b,7,27653915,27657346,+,2052,protein_coding,tetratricopeptide repeat domain 9B [Source:MGI Symbol;Acc:MGI:1920282],-,2349,1728,1388,920,709,1063,953,53.45977837,39.31007315,26.66020062,19.32432583,16.28207732,21.4041757,19.04962092,2.180832891
ENSMUSG00000039195,2180.149936,1691.23356,1291.090146,847.4548402,906.2841951,1052.511092,875.9292779,0.902111731,1.20E-05,0.006818801,1110008P14Rik,2,32377097,32381938,-,2694,protein_coding,RIKEN cDNA 1110008P14 gene [Source:MGI Symbol;Acc:MGI:1920987],-,2027,1575,1450,859,844,1115,936,35.13804955,27.29106206,21.21395847,13.7432502,14.76337969,17.10093575,14.25112177,2.166291972
ENSMUSG00000046417,317.2887179,219.0550135,212.8072724,132.1990088,100.9368653,134.0417713,130.0792411,1.003694532,1.56E-05,0.008529983,Lrrc75a,11,62604884,62648523,-,2089,protein_coding,leucine rich repeat containing 75A [Source:MGI Symbol;Acc:MGI:2682293],-,295,204,239,134,94,142,139,6.594852242,4.55857598,4.509316976,2.764777834,2.120461286,2.808616893,2.7292741,2.069051827
ENSMUSG00000037279,209.7332203,56.91135155,81.91744378,26.63711372,12.88555728,32.09450863,35.56123137,2.110889478,1.87E-05,0.009677274,Ovol2,2,144305175,144332146,-,2113,protein_coding,ovo like zinc finger 2 [Source:MGI Symbol;Acc:MGI:1338039],zf-C2H2,195,53,92,27,12,34,38,4.30979495,1.170883923,1.716088314,0.550754618,0.267622537,0.664847468,0.737657722,2.014246979
ENSMUSG00000048483,1439.092558,659.3126387,867.2564156,365.0271139,221.2020666,471.0341119,464.1676515,1.377198473,2.01E-05,0.009677274,Zdhhc22,12,86980763,86990430,-,3651,protein_coding,"zinc finger, DHHC-type containing 22 [Source:MGI Symbol;Acc:MGI:2685108]",-,1338,614,974,370,206,499,496,17.11456141,7.850440177,10.51473732,4.368011486,2.65886521,5.647175854,5.572378876,2.014246979
ENSMUSG00000075334,1280.985976,751.6593601,717.66804,297.9410497,295.2940209,385.1341035,556.8140175,1.255361135,2.02E-05,0.009677274,Rprm,2,54084093,54085552,-,1460,protein_coding,"reprimo, TP53 dependent G2 arrest mediator candidate [Source:MGI Symbol;Acc:MGI:1915124]",-,1191,700,806,302,275,408,595,38.09608958,22.38116323,21.75872731,8.915546465,8.876071096,11.54648795,16.71609781,2.014246979
ENSMUSG00000043439,1725.190181,1229.499953,1094.3102,722.1617497,619.5805457,821.2418384,781.4112682,0.873962914,2.09E-05,0.009677274,Epop,11,97627389,97629702,-,2314,protein_coding,elongin BC and polycomb repressive complex 2 associated protein [Source:MGI Symbol;Acc:MGI:2143991],-,1604,1145,1229,732,577,870,835,32.37147608,23.09827791,20.93340288,13.63457506,11.75042007,15.53454356,14.80109733,2.014246979
ENSMUSG00000040794,5656.343618,4207.144818,2936.562278,1972.132975,2116.452783,2476.940901,2172.042579,0.965697657,2.12E-05,0.009677274,C1qtnf4,2,90885860,90890525,+,1290,protein_coding,C1q and tumor necrosis factor related protein 4 [Source:MGI Symbol;Acc:MGI:1914695],-,5259,3918,3298,1999,1971,2624,2321,190.3859757,141.7790923,100.7655882,66.79084907,72.00088724,84.0459363,73.79997655,2.014246979
ENSMUSG00000032375,262.4354141,299.589945,459.4500107,623.505773,691.5249072,599.4121464,700.9305867,-0.939033744,2.24E-05,0.009903793,Aph1b,9,66775202,66795490,-,5163,protein_coding,"aph1 homolog B, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:3522097]",-,244,279,516,632,644,635,749,2.20703487,2.522548637,3.939116997,5.276049164,5.877933609,5.081760575,5.950459263,2.004198465
ENSMUSG00000009418,1451.999217,1511.909113,1781.704402,2960.665862,2864.888901,2075.759543,3402.648349,-0.836898071,2.41E-05,0.010322341,Nav1,1,135434580,135607295,-,17303,protein_coding,neuron navigator 1 [Source:MGI Symbol;Acc:MGI:2183683],-,1350,1408,2001,3001,2668,2199,3636,3.643626519,3.798557609,4.558027954,7.475469403,7.266166606,5.251053232,8.619325078,1.986221802
ENSMUSG00000007207,5495.010372,3155.895513,2525.194245,1867.55764,1523.717148,1817.115562,1800.521293,1.087996925,2.55E-05,0.010477779,Stx1a,5,135023482,135051100,+,2666,protein_coding,syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355],-,5109,2939,2836,1893,1419,1925,1924,89.49468653,51.46084478,41.92734721,30.60443382,25.08205897,29.83411697,29.60163616,1.979730772
ENSMUSG00000029674,1749.927946,1517.278108,1486.089279,1023.062479,901.9890094,1096.87703,1099.590707,0.620263963,2.66E-05,0.010477779,Limk1,5,134656039,134688598,-,7162,protein_coding,"LIM-domain containing, protein kinase [Source:MGI Symbol;Acc:MGI:104572]",-,1627,1413,1669,1037,840,1162,1175,10.60900685,9.209696436,9.18487655,6.240772056,5.526954681,6.703697529,6.729369006,1.979730772
ENSMUSG00000078684,115.0843824,108.4537077,209.2456444,307.8066474,355.4266215,258.6439813,367.7779981,-1.155715944,2.68E-05,0.010477779,5830417I10Rik,3,88775216,88825587,+,6190,unprocessed_pseudogene,RIKEN cDNA 5830417I10 gene [Source:MGI Symbol;Acc:MGI:1923272],-,107,101,235,312,331,274,393,0.807262209,0.761672358,1.496333906,2.172490198,2.519870828,1.828952865,2.604190169,1.979730772
ENSMUSG00000097391,731.3773836,738.7737711,698.9694931,453.817493,512.2009017,509.7363135,435.1571733,0.597985885,2.86E-05,0.01086727,Mirg,12,109729764,109749460,+,7292,lincRNA,miRNA containing gene [Source:MGI Symbol;Acc:MGI:3781106],-,680,688,785,460,477,540,465,4.354955747,4.404323885,4.243012393,2.718973985,3.082567911,3.05977646,2.615634678,1.963879546
ENSMUSG00000076441,1163.750484,1189.769387,888.6261836,646.1966476,560.5217415,733.4539178,655.0753147,0.735160518,3.21E-05,0.0118438,Ass1,2,31470207,31520672,+,2414,protein_coding,argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090],-,1082,1108,998,655,522,777,700,20.93203675,21.42594397,16.29463284,11.69493776,10.1899997,13.29922557,11.89409952,1.926508927
ENSMUSG00000034891,11598.78486,10121.63018,7243.460925,5302.758749,4826.714996,6164.033569,5741.267222,0.809398547,3.29E-05,0.0118438,Sncb,13,54758860,54766595,-,2145,protein_coding,"synuclein, beta [Source:MGI Symbol;Acc:MGI:1889011]",-,10784,9426,8135,5375,4495,6530,6135,234.787016,205.1339814,149.4794751,108.0052963,98.75141645,125.7848928,117.3162208,1.926508927
ENSMUSG00000020241,461.4130846,264.1545751,315.2040771,151.9302042,140.6673336,117.0505609,213.3673882,1.15438399,3.50E-05,0.012289708,Col6a2,10,76595762,76623630,-,8326,protein_coding,"collagen, type VI, alpha 2 [Source:MGI Symbol;Acc:MGI:88460]",-,429,246,354,154,131,124,228,2.406259044,1.379228335,1.675784461,0.797220017,0.741439678,0.615358038,1.123231396,1.910458444
ENSMUSG00000089762,742.1329333,628.1724652,452.3267548,315.6991256,289.9250387,367.198937,349.9973824,0.87588973,3.73E-05,0.012762739,Ier5l,2,30471537,30474219,-,2683,protein_coding,immediate early response 5-like [Source:MGI Symbol;Acc:MGI:1919750],-,690,585,508,320,270,389,374,12.01019093,10.17823945,7.462671815,5.140710962,4.742245418,5.990616633,5.717704719,1.894056121
ENSMUSG00000068696,562.5152524,191.1362373,360.614834,96.6828572,24.69731811,86.84396452,157.2180755,2.02150077,4.34E-05,0.014466938,Gpr88,3,116249654,116253503,-,3504,protein_coding,G-protein coupled receptor 88 [Source:MGI Symbol;Acc:MGI:1927653],-,523,178,405,98,23,92,168,6.970422212,2.371337532,4.555564807,1.205468479,0.309317629,1.084841597,1.966599742,1.839623389
ENSMUSG00000073409,112.9332725,260.9331779,281.3686112,101.615656,83.7561223,55.69341203,86.09561278,1.418828951,4.57E-05,0.014653726,H2-Q6,17,35424850,35430055,+,2085,protein_coding,"histocompatibility 2, Q region locus 6 [Source:MGI Symbol;Acc:MGI:95935]",-,105,243,316,103,78,59,92,2.351823542,5.440485844,5.973547574,2.129242107,1.762907306,1.169199313,1.809891589,1.834051923
ENSMUSG00000026259,5217.517188,3235.356646,3149.36955,1905.046911,1786.797276,2503.371673,1966.161766,0.922375983,4.61E-05,0.014653726,Ngef,1,87476834,87573870,-,3905,protein_coding,neuronal guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1858414],-,4851,3013,3537,1931,1664,2652,2101,58.01385565,36.01766578,35.69976235,21.31351683,20.08043968,28.06047904,22.06865208,1.834051923
ENSMUSG00000040972,1350.89705,1066.282492,746.161064,604.7611374,354.3528251,521.0637871,567.1080581,1.041895429,5.18E-05,0.015984058,Igsf21,4,140026846,140246784,-,1979,protein_coding,"immunoglobulin superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2681842]",-,1256,993,838,613,330,552,606,29.6391223,23.42291404,16.68973834,13.35083907,7.85794672,11.52486595,12.56023091,1.796312959
ENSMUSG00000038422,248.4531994,176.1030501,123.7665727,72.01886302,73.0181579,100.0593504,77.67321588,1.176178964,5.26E-05,0.015984058,Hdhd3,4,62499008,62503467,-,1366,protein_coding,haloacid dehalogenase-like hydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:1919998],-,231,164,139,73,68,106,83,7.897375246,5.604419287,4.010655916,2.303382386,2.345844106,3.206252826,2.492287772,1.796312959
ENSMUSG00000041828,353.8575871,282.4091596,386.4366369,505.1186009,660.3848104,542.7747783,580.2095644,-0.74541757,5.44E-05,0.016170887,Abca8a,11,110025634,110095978,-,6272,protein_coding,"ATP-binding cassette, sub-family A (ABC1), member 8a [Source:MGI Symbol;Acc:MGI:2386846]",-,329,263,434,512,615,575,620,2.449691199,1.957434187,2.727313005,3.518501916,4.620723699,3.787951365,4.054678587,1.791266164
ENSMUSG00000042115,559.2885874,370.4606846,435.4090218,155.8764432,170.7336339,307.7297004,214.3032101,1.099753372,6.36E-05,0.018509582,Klhdc8a,1,132298626,132307357,+,4269,protein_coding,kelch domain containing 8A [Source:MGI Symbol;Acc:MGI:2442630],-,520,345,489,158,159,326,229,5.68851205,3.772510095,4.514753131,1.595235526,1.755140564,3.155251956,2.200290994,1.732603398
ENSMUSG00000082585,5.377774879,5.368995429,3.56162799,39.46239069,26.84491099,10.3835175,39.30451888,-2.615342926,6.50E-05,1,Gm15387,15,74093686,74094333,-,648,processed_pseudogene,predicted gene 15387 [Source:MGI Symbol;Acc:MGI:3705374],-,5,5,4,40,25,11,42,0.360343334,0.360190678,0.24329674,2.660595585,1.818050477,0.701391145,2.658551503,0
ENSMUSG00000084845,1363.803709,1071.651488,955.4067084,625.4788925,665.7537926,772.1561194,694.3798335,0.712549431,6.52E-05,0.018571153,Tmem240,4,155734800,155740564,+,5514,protein_coding,transmembrane protein 240 [Source:MGI Symbol;Acc:MGI:3648074],-,1268,998,1073,634,620,818,742,10.73925081,8.448921009,7.669803963,4.95582973,5.298657669,6.129557751,5.519604209,1.731161138
ENSMUSG00000051146,2600.691932,1671.905177,1564.445095,922.4333825,630.3185101,956.2275659,1233.413235,1.055855487,6.83E-05,0.019054677,Camk2n2,16,20619215,20621287,-,1291,protein_coding,calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:MGI Symbol;Acc:MGI:1920297],-,2418,1557,1757,935,587,1013,1318,87.46847361,56.29889108,53.64099471,31.21614355,21.42657686,32.42095493,41.87549576,1.719998403
ENSMUSG00000023046,990.5861328,463.8812051,379.313381,159.8226823,182.5453947,327.5527792,239.5704008,1.425626537,7.15E-05,0.019366624,Igfbp6,15,102144362,102149511,+,1112,protein_coding,insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441],-,921,432,426,162,170,347,256,38.67909789,18.13495281,15.09927571,6.27919699,7.204188509,12.89339497,9.442912637,1.712946069
ENSMUSG00000039997,27.96442937,59.05894972,52.53401286,220.0028281,144.9625194,83.06813998,104.8120503,-1.568369742,7.27E-05,0.019366624,Ifi203,1,173920407,173942672,-,6706,protein_coding,interferon activated gene 203 [Source:MGI Symbol;Acc:MGI:96428],-,26,55,59,223,135,88,112,0.181063659,0.382857017,0.346768601,1.433293709,0.948661233,0.542202758,0.685054727,1.712946069
ENSMUSG00000078958,144.1243668,61.20654789,50.75319886,14.79839651,10.7379644,26.43077181,33.68958761,1.98671434,7.36E-05,0.019366624,Atp6ap1l,13,90883433,90905355,-,1280,protein_coding,"ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:MGI Symbol;Acc:MGI:3648665]",-,134,57,57,15,10,28,36,4.88895818,2.07875045,1.755157885,0.505097443,0.368155222,0.903838134,1.153621456,1.712946069
ENSMUSG00000015217,514.1152785,381.1986755,311.6424491,242.6937028,175.0288197,233.1571656,203.0733475,0.912378349,7.80E-05,0.020017648,Hmgb3,X,71555918,71560676,+,2234,protein_coding,high mobility group box 3 [Source:MGI Symbol;Acc:MGI:1098219],HMG,478,355,350,246,163,247,217,9.992317417,7.417928699,6.174988869,4.746197639,3.438312687,4.568318592,3.984257132,1.698586942
ENSMUSG00000033726,576.4974671,442.4052234,365.066869,217.0431488,228.7186417,313.3934372,190.9076631,0.95670002,8.39E-05,0.020017648,Emx1,6,85187438,85204462,+,2184,protein_coding,empty spiracles homeobox 1 [Source:MGI Symbol;Acc:MGI:95387],Homeobox,536,412,410,220,213,332,204,11.4612939,8.806068356,7.399161832,4.341741147,4.595871777,6.280989234,3.831319121,1.698586942
ENSMUSG00000021133,1633.768008,1897.402985,1896.566905,2957.706183,2896.028998,2529.802445,2416.292089,-0.577304866,8.40E-05,0.020017648,Susd6,12,80790510,80880835,+,7615,protein_coding,sushi domain containing 6 [Source:MGI Symbol;Acc:MGI:2444661],-,1519,1767,2130,2998,2697,2680,2582,9.315568416,10.83188679,11.02455324,16.96897467,16.6898323,14.54144234,13.90775796,1.698586942
ENSMUSG00000016128,395.8042311,460.6598078,504.8607676,699.470875,694.7462965,670.2088567,667.2409991,-0.588446944,8.42E-05,0.020017648,Stard13,5,151037510,151233836,-,8594,protein_coding,StAR-related lipid transfer (START) domain containing 13 [Source:MGI Symbol;Acc:MGI:2385331],-,368,429,567,709,647,710,713,1.999741976,2.330233348,2.600393148,3.555860923,3.547724323,3.413544735,3.403023704,1.698586942
ENSMUSG00000086119,821.7240016,624.951068,369.518904,283.1426532,262.0063313,349.2637704,218.9823195,1.120023409,8.48E-05,0.020017648,Gm2415,9,118890075,118926455,-,3735,antisense,predicted gene 2415 [Source:MGI Symbol;Acc:MGI:3780582],-,764,582,415,287,244,370,234,9.552658361,7.273942251,4.379341312,3.311960673,3.078507063,4.093112837,2.569780593,1.698586942
ENSMUSG00000046182,1643.448003,1117.824848,1035.543338,786.2881346,586.2928561,789.1473298,634.4872333,0.855825444,8.49E-05,0.020017648,Gsg1l,7,125878420,126082411,-,3923,protein_coding,GSG1-like [Source:MGI Symbol;Acc:MGI:2685483],-,1528,1041,1163,797,546,836,678,18.18974202,12.38710708,11.68456934,8.756567381,6.55866228,8.805024498,7.088954345,1.698586942
ENSMUSG00000017417,1330.461505,621.7296707,861.9139736,323.5916037,244.8255883,523.8956556,473.5258703,1.260063743,8.77E-05,0.020150475,Plxdc1,11,97923238,97986444,-,4836,protein_coding,plexin domain containing 1 [Source:MGI Symbol;Acc:MGI:1919574],-,1237,579,968,328,228,555,506,11.94551563,5.588943791,7.889334473,2.923354156,2.221720841,4.741866143,4.291755954,1.695714714
ENSMUSG00000027490,324.8176027,235.1619998,207.4648304,133.1855686,119.1914048,126.4901222,161.8971849,0.917584725,8.84E-05,0.020150475,E2f1,2,154559407,154569892,-,3154,protein_coding,E2F transcription factor 1 [Source:MGI Symbol;Acc:MGI:101941],E2F,302,219,233,135,111,134,173,4.471639127,3.241304978,2.911692686,1.844870813,1.658449394,1.755438863,2.249858515,1.695714714
