gene_id,SHEF11,SHEF12,SHEF13,SHEF14,SHEF6,SHEF7,SHEF8,SHEF9,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,SHEF11_readcount,SHEF12_readcount,SHEF13_readcount,SHEF14_readcount,SHEF6_readcount,SHEF7_readcount,SHEF8_readcount,SHEF9_readcount,SHEF11_fpkm,SHEF12_fpkm,SHEF13_fpkm,SHEF14_fpkm,SHEF6_fpkm,SHEF7_fpkm,SHEF8_fpkm,SHEF9_fpkm,-log10(padj)
ENSMUSG00000050936,28.00960427,1.152354365,33.70392311,0.960195402,0,0,1.839394993,0,5.058590705,0.00075385,0.999947016,Gm42743,3,96269721,96279001,+,1511,lincRNA,predicted gene 42743 [Source:MGI Symbol;Acc:MGI:5662880],-,29,1,34,1,0,0,2,0,0.82355497,0.034188006,0.983236415,0.028107511,0,0,0.054690026,0,2.30114E-05
ENSMUSG00000046718,97.55069072,77.20774243,80.29464035,75.85543675,127.8799133,115.8337587,113.1227921,172.0127598,-0.676431369,0.000842783,0.999947016,Bst2,8,71534255,71537456,-,903,protein_coding,bone marrow stromal cell antigen 2 [Source:MGI Symbol;Acc:MGI:1916800],-,101,67,81,79,132,109,123,186,4.799463381,3.832880627,3.919591169,3.715576333,6.300573199,5.68826318,5.628076091,8.448818636,2.30114E-05
ENSMUSG00000020268,205.7257141,165.9390285,208.1712898,165.1536091,202.4765294,317.745815,321.8941238,282.9887339,-0.593584906,0.000975632,0.999947016,Lyrm7,11,54826866,54860916,-,3597,protein_coding,LYR motif containing 7 [Source:MGI Symbol;Acc:MGI:1922780],-,213,144,210,172,209,299,350,306,2.540962318,2.06804648,2.551069902,2.030836012,2.504377129,3.91716337,4.020408716,3.48940824,2.30114E-05
ENSMUSG00000026303,48.29242115,31.11356784,35.68650682,32.64664366,52.31451,70.13787222,68.05761476,67.51038422,-0.799933102,0.001427661,0.999947016,Mlph,1,90915085,90951142,+,5357,protein_coding,melanophilin [Source:MGI Symbol;Acc:MGI:2176380],-,50,27,36,34,54,66,74,73,0.400504516,0.260363655,0.293646181,0.269552968,0.434476203,0.58058154,0.570758874,0.558948773,2.30114E-05
ENSMUSG00000059361,1114.58908,1069.38485,1296.609748,1038.931425,849.6263939,761.9523391,919.6974967,972.8893726,0.366622651,0.001549311,0.999947016,Nrsn2,2,152368755,152376638,-,1455,protein_coding,neurensin 2 [Source:MGI Symbol;Acc:MGI:2684969],-,1154,928,1308,1082,877,717,1000,1052,34.03312857,32.94755747,39.28151712,31.58283522,25.97948159,23.22186503,28.39746716,29.65674891,2.30114E-05
ENSMUSG00000061232,608.4845065,330.7257026,272.6052604,355.2722987,672.3383322,928.7954594,681.4958451,460.5502924,-0.806841576,0.001687348,0.999947016,H2-K1,17,33996017,34000333,-,2608,protein_coding,"histocompatibility 2, K1, K region [Source:MGI Symbol;Acc:MGI:95904]",-,630,287,275,370,694,874,741,498,10.36554214,5.684765454,4.607534637,6.025332029,11.46953376,15.79227797,11.73959786,7.832358351,2.30114E-05
ENSMUSG00000064360,748.5325278,850.437521,747.4340595,934.2701261,682.0262045,641.8678003,581.2488179,666.7806442,0.35114157,0.001747823,0.999947016,mt-Nd3,MT,9459,9806,+,348,protein_coding,mitochondrially encoded NADH dehydrogenase 3 [Source:MGI Symbol;Acc:MGI:102499],-,775,738,754,973,704,604,632,721,95.56118301,109.550751,94.67506324,118.7463976,87.19413944,81.78970256,75.03785891,84.98197392,2.30114E-05
ENSMUSG00000106535,62.78014749,51.8559464,69.39042993,48.9699655,30.03240389,41.44510631,17.47425244,33.29279222,0.937966076,0.001755335,0.999947016,Gm43031,5,4073571,4075457,+,1887,sense_intronic,predicted gene 43031 [Source:MGI Symbol;Acc:MGI:5663168],-,65,45,70,51,31,39,19,36,1.478088763,1.231909643,1.620950086,1.147849959,0.708082195,0.973943225,0.416029666,0.782530717,2.30114E-05
ENSMUSG00000032053,0,0,0,0.960195402,3.875148889,3.188085101,6.437882477,8.323198055,-4.154105103,0.001918332,0.999947016,Pou2af1,9,51213708,51240080,+,2549,protein_coding,"POU domain, class 2, associating factor 1 [Source:MGI Symbol;Acc:MGI:105086]",-,0,0,0,1,4,3,7,9,0,0,0,0.016661612,0.067636953,0.055461595,0.113467322,0.144824977,2.30114E-05
ENSMUSG00000032812,394.0661566,292.6980086,376.6909053,346.6305401,441.7669733,470.7738999,516.8699932,429.1070997,-0.396576628,0.002030414,0.999947016,Arap1,7,101348067,101412586,+,8433,protein_coding,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:MGI Symbol;Acc:MGI:1916960]",-,408,254,380,361,456,443,562,464,2.076046715,1.555929294,1.968996745,1.818075643,2.330647659,2.475497887,2.753574395,2.256870677,2.30114E-05
ENSMUSG00000069516,226.008531,119.8448539,163.5631563,235.2478735,242.1968056,307.1188647,352.2441412,284.8383334,-0.669107641,0.002053037,0.999947016,Lyz2,10,117277331,117282321,-,1316,protein_coding,lysozyme 2 [Source:MGI Symbol;Acc:MGI:96897],-,234,104,165,245,250,289,383,308,7.629903182,4.082401278,5.478624772,7.906732427,8.18800313,10.34863067,12.02501105,9.599875945,2.30114E-05
ENSMUSG00000038496,47.32657272,63.37949005,45.59942538,50.8903563,94.94114778,62.69900698,86.45156469,90.63037882,-0.69951607,0.002087093,0.999947016,Slc19a3,1,83012523,83038448,-,3065,protein_coding,"solute carrier family 19, member 3 [Source:MGI Symbol;Acc:MGI:1931307]",-,49,55,46,53,98,59,94,98,0.68600086,0.926980187,0.655799158,0.734399272,1.378127749,0.907115247,1.267184856,1.311494249,2.30114E-05
ENSMUSG00000045655,18.35112004,11.52354365,10.90421042,8.641758617,20.34453167,44.63319141,32.18941238,24.04479438,-1.288271726,0.002220838,0.999947016,Fam216b,14,78081021,78089007,-,2323,protein_coding,"family with sequence similarity 216, member B [Source:MGI Symbol;Acc:MGI:2145738]",-,19,10,11,9,21,42,35,26,0.35096471,0.222376572,0.206912619,0.164543279,0.389640387,0.852002786,0.622531647,0.459086933,2.30114E-05
ENSMUSG00000043020,7.726787384,4.609417458,4.956459281,1.920390804,10.65665944,25.50468081,11.03636996,21.27039503,-1.828725217,0.002238021,0.999947016,Wdr63,3,146040526,146108130,-,3311,protein_coding,WD repeat domain 63 [Source:MGI Symbol;Acc:MGI:3045269],-,8,4,5,2,11,24,12,23,0.103678777,0.062407826,0.065986383,0.025654152,0.143194845,0.341580441,0.149749253,0.284930834,2.30114E-05
ENSMUSG00000113427,16.41942319,24.19944166,9.912918561,13.44273563,34.87634,29.75546094,36.78789987,32.36799244,-1.079438883,0.002408685,0.999947016,Gm46378,12,106084370,106088657,+,4288,lincRNA,"predicted gene, 46378 [Source:MGI Symbol;Acc:MGI:5826015]",-,17,21,10,14,36,28,40,35,0.17011915,0.252989653,0.101903412,0.138662845,0.361860855,0.307711827,0.38543204,0.33479893,2.30114E-05
ENSMUSG00000032572,139.0821729,11.52354365,7.930334849,85.45739077,13.56302111,2.125390067,8.27727747,2.774399352,3.1884619,0.002575554,0.999947016,Col6a4,9,105989454,106096783,-,8526,protein_coding,"collagen, type VI, alpha 4 [Source:MGI Symbol;Acc:MGI:1915803]",-,144,10,8,89,14,2,9,3,0.724729973,0.060588878,0.041000406,0.443334496,0.070774464,0.011054156,0.043615392,0.014432671,2.30114E-05
ENSMUSG00000024451,255.9498321,259.279732,275.579136,217.9643562,348.7634,330.4981554,324.6532163,299.63513,-0.370232205,0.002693564,0.999947016,Arap3,18,37972624,37997574,-,5224,protein_coding,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2147274]",-,265,225,278,227,360,311,353,324,2.176715975,2.224936349,2.325332864,1.84548082,2.970251426,2.805421719,2.791991787,2.543973808,2.30114E-05
ENSMUSG00000078921,11.59018108,8.066480552,7.930334849,19.20390804,18.40695722,26.56737584,34.94850488,35.14239179,-1.290279429,0.002797575,0.999947016,Tgtp2,11,49057194,49064206,-,2938,protein_coding,T cell specific GTPase 2 [Source:MGI Symbol;Acc:MGI:3710083],-,12,7,8,20,19,25,38,38,0.175262303,0.12307915,0.118982119,0.28911129,0.278737686,0.400985946,0.534409789,0.530521024,2.30114E-05
ENSMUSG00000020473,214.4183499,161.329611,174.4673667,139.2283333,184.0695722,257.1721981,275.909249,402.287906,-0.699520821,0.002875945,0.999947016,Aebp1,11,5861947,5872088,+,4058,protein_coding,AE binding protein 1 [Source:MGI Symbol;Acc:MGI:1197012],-,222,140,176,145,190,242,300,435,2.347469675,1.782190951,1.895152344,1.517549292,2.018066341,2.810245476,3.054582163,4.396914371,2.30114E-05
ENSMUSG00000026435,14.48772634,13.82825237,9.912918561,23.04468965,32.93876556,39.31971624,24.83183241,35.14239179,-1.102492712,0.002887886,0.999947016,Slc45a3,1,131962967,131982969,+,3563,protein_coding,"solute carrier family 45, member 3 [Source:MGI Symbol;Acc:MGI:1922082]",-,15,12,10,24,34,37,27,38,0.180648557,0.173981738,0.12263874,0.286076554,0.411298358,0.489358161,0.313105388,0.437460221,2.30114E-05
ENSMUSG00000059555,77.26787384,46.09417458,58.48621951,54.73113791,79.44055222,87.14099275,107.6046071,100.8031764,-0.661303961,0.003149222,0.999947016,Tor4a,2,25192966,25196886,-,3301,protein_coding,"torsin family 4, member A [Source:MGI Symbol;Acc:MGI:2442720]",-,80,40,59,57,82,82,117,109,1.039928598,0.62596883,0.780998121,0.733358244,1.070686209,1.170602001,1.464478286,1.354415039,2.30114E-05
ENSMUSG00000083679,14.48772634,25.35179602,17.84325341,21.12429884,24.21968056,178.5327656,179.3410119,20.34559525,-2.353410266,0.003178631,0.999947016,Gm12892,4,122008193,122009338,+,1146,processed_pseudogene,predicted gene 12892 [Source:MGI Symbol;Acc:MGI:3649649],-,15,22,18,22,25,168,195,22,0.561649919,0.991690846,0.686327482,0.815314019,0.940262838,6.908211069,7.03060329,0.787424379,2.30114E-05
ENSMUSG00000087060,1.931696846,4.609417458,2.973875568,5.761172411,0,0,0,0,4.421671586,0.003309025,0.999947016,Eldr,11,16935154,16951282,-,2426,processed_transcript,Egfr long non-coding downstream RNA [Source:MGI Symbol;Acc:MGI:1919985],-,2,4,3,6,0,0,0,0,0.035375147,0.085174077,0.054034851,0.105038207,0,0,0,0,2.30114E-05
ENSMUSG00000074024,69.54108645,95.64541226,57.49492766,56.65152871,37.78270167,39.31971624,14.71515995,47.16478898,1.006098163,0.003457879,0.999947016,4632427E13Rik,7,92734166,92741468,-,7303,bidirectional_promoter_lncRNA,RIKEN cDNA 4632427E13 gene [Source:MGI Symbol;Acc:MGI:1915436],-,72,83,58,59,39,37,16,51,0.423048593,0.587103992,0.347032537,0.343113304,0.230174489,0.238748888,0.090523488,0.28644396,2.30114E-05
ENSMUSG00000052384,147.7748087,174.005509,165.54574,168.0341953,121.0984028,120.0845388,130.5970445,116.5247728,0.422791156,0.003493543,0.999947016,Nrros,16,32142785,32165594,-,4177,protein_coding,negative regulator of reactive oxygen species [Source:MGI Symbol;Acc:MGI:2445095],-,153,151,167,175,125,113,142,126,1.571759212,1.867457442,1.74701043,1.779346057,1.289850625,1.274837712,1.404644647,1.237305272,2.30114E-05
ENSMUSG00000030188,57.95090538,74.9030337,60.46880322,63.37289653,89.12842445,90.32907785,113.1227921,88.78077925,-0.576310933,0.003564071,0.999947016,Magohb,6,131284388,131293244,-,1720,protein_coding,"mago homolog B, exon junction complex core component [Source:MGI Symbol;Acc:MGI:1913691]",-,60,65,61,66,92,85,123,96,1.496862342,1.952194797,1.549690212,1.629679999,2.305437011,2.32879582,2.954739948,2.289357308,2.30114E-05
ENSMUSG00000097402,20.28281688,10.37118928,3.965167425,8.641758617,1.937574444,0,1.839394993,3.699199136,2.507164942,0.003565023,0.999947016,Gm17399,9,118150231,118170376,+,1181,lincRNA,"predicted gene, 17399 [Source:MGI Symbol;Acc:MGI:4937033]",-,21,9,4,9,2,0,2,4,0.763006884,0.39366867,0.147997233,0.323652867,0.072991784,0,0.069971744,0.138925154,2.30114E-05
ENSMUSG00000105156,2.897545269,3.457063094,3.965167425,8.641758617,0.968787222,0,0,0,4.018855991,0.00380467,0.999947016,Gm9057,5,22563957,22564252,+,296,processed_pseudogene,predicted gene 9057 [Source:MGI Symbol;Acc:MGI:3643991],-,3,3,4,9,1,0,0,0,0.434899194,0.523561598,0.59048896,1.291331203,0.145613677,0,0,0,2.30114E-05
ENSMUSG00000033880,385.3735208,171.7008003,254.762007,255.4119769,432.0791011,346.4385809,351.3244437,617.7662556,-0.710395955,0.004629174,0.999947016,Lgals3bp,11,118392751,118402092,-,2847,protein_coding,"lectin, galactoside-binding, soluble, 3 binding protein [Source:MGI Symbol;Acc:MGI:99554]",-,399,149,257,266,446,326,382,668,6.013737781,2.703566413,3.944474549,3.968085456,6.752137415,5.395989142,5.543939664,9.624092511,2.30114E-05
ENSMUSG00000007872,419.1782156,394.1051927,370.7431542,337.0285861,452.4236328,481.4008502,511.3518082,449.452695,-0.317365075,0.004647969,0.999947016,Id3,4,136143497,136145755,+,1791,protein_coding,inhibitor of DNA binding 3 [Source:MGI Symbol;Acc:MGI:96398],bHLH,434,342,374,351,467,453,556,486,10.39808115,9.864356548,9.124719405,8.323354222,11.23867663,11.91910238,12.82690284,11.13041807,2.30114E-05
ENSMUSG00000000957,284.9252848,362.9916248,302.3440161,285.1780344,457.2675689,395.3225525,403.7472011,349.5743183,-0.380259858,0.004726239,0.999947016,Mmp14,14,54431612,54445364,+,5960,protein_coding,matrix metallopeptidase 14 (membrane-inserted) [Source:MGI Symbol;Acc:MGI:101900],-,295,315,305,297,472,372,439,378,2.123903669,2.730250751,2.236130172,2.116396509,3.413419141,2.941288428,3.043412779,2.601455095,2.30114E-05
ENSMUSG00000026728,478.0949694,676.432012,633.4354961,453.2122297,677.1822683,1068.008509,906.8217318,633.487852,-0.552204722,0.004787811,0.999947016,Vim,2,13573927,13582826,+,4743,protein_coding,vimentin [Source:MGI Symbol;Acc:MGI:98932],-,495,587,639,472,699,1005,986,685,4.478278859,6.393272531,5.886962041,4.226449858,6.352108852,9.985133397,8.589470443,5.923907118,2.30114E-05
ENSMUSG00000064365,57.95090538,44.94182022,57.49492766,51.8505517,34.87634,30.81815597,10.11667246,32.36799244,0.977626383,0.005089531,0.999947016,mt-Ts2,MT,11613,11671,+,59,Mt_tRNA,mitochondrially encoded tRNA serine 2 [Source:MGI Symbol;Acc:MGI:102474],-,60,39,58,54,36,29,11,35,43.63734284,34.14686493,42.95556976,38.87125792,26.29931093,23.16257936,7.703414609,24.33250528,2.30114E-05
ENSMUSG00000054435,10.62433265,1.152354365,9.912918561,2.880586206,46.50178667,10.62695034,24.83183241,12.02239719,-1.9224066,0.005348964,0.999947016,Gimap4,6,48684549,48692060,+,1837,protein_coding,"GTPase, IMAP family member 4 [Source:MGI Symbol;Acc:MGI:1349656]",-,11,1,10,3,48,10,27,13,0.25694643,0.028120892,0.237867082,0.069358381,1.12622707,0.25652623,0.607291506,0.290271896,2.30114E-05
ENSMUSG00000104943,0,0,0.991291856,0,4.843936111,2.125390067,1.839394993,11.09759741,-4.020594035,0.005575508,0.999947016,Gm42868,3,100497429,100500125,+,2697,sense_intronic,predicted gene 42868 [Source:MGI Symbol;Acc:MGI:5663005],-,0,0,1,0,5,2,2,12,0,0,0.016201773,0,0.079906653,0.034945397,0.030640204,0.182503456,2.30114E-05
ENSMUSG00000029298,98.51653914,63.37949005,85.25109963,79.69621836,137.5677856,134.9622693,105.7652121,104.5023756,-0.556746634,0.005778895,0.999947016,Gbp9,5,105077630,105139539,-,5173,protein_coding,guanylate-binding protein 9 [Source:MGI Symbol;Acc:MGI:3605620],-,102,55,86,83,142,127,115,113,0.846090371,0.549235313,0.72643954,0.681431901,1.183149832,1.156916931,0.918539763,0.895997419,2.30114E-05
ENSMUSG00000087115,20.28281688,24.19944166,15.8606697,18.24371264,6.781510556,12.7523404,4.598487484,8.323198055,1.285174034,0.005782545,0.999947016,Pcsk2os2,2,143747583,143795965,-,3452,antisense,"proprotein convertase subtilisin/kexin type 2, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3649365]",-,21,21,16,19,7,12,5,9,0.261040304,0.314258294,0.202531555,0.233759711,0.087401952,0.163814143,0.059846922,0.106940575,2.30114E-05
ENSMUSG00000056131,270.4375584,235.0802904,286.4833464,273.6556895,217.0083378,194.4731911,203.2531468,223.8015477,0.346701214,0.005895948,0.999947016,Pgm3,9,86554377,86571842,-,4487,protein_coding,phosphoglucomutase 3 [Source:MGI Symbol;Acc:MGI:97566],-,280,204,289,285,224,183,221,242,2.677694464,2.348617752,2.814396456,2.697588102,2.151720361,1.921922868,2.035067429,2.212229046,2.30114E-05
ENSMUSG00000063296,134.2529308,150.9584218,157.6154051,133.4671609,226.69621,184.9089358,194.0561718,167.3887609,-0.424819264,0.005895976,0.999947016,Tmem117,15,94629232,95096098,+,4890,protein_coding,transmembrane protein 117 [Source:MGI Symbol;Acc:MGI:2444580],-,139,131,159,139,234,174,211,181,1.219733635,1.383887153,1.420796135,1.207237697,2.062532872,1.676800224,1.782855707,1.51824028,2.30114E-05
ENSMUSG00000040429,56.01920853,51.8559464,46.59071724,47.04957469,72.65904167,58.44822685,103.0061196,83.23198055,-0.659264526,0.005904803,0.999947016,Mterf1a,5,3890581,3893933,-,3144,protein_coding,mitochondrial transcription termination factor 1a [Source:MGI Symbol;Acc:MGI:1918240],-,58,45,47,49,75,55,112,90,0.791597684,0.739380883,0.653219021,0.661912206,1.028188179,0.824367926,1.471899252,1.174169421,2.30114E-05
ENSMUSG00000103442,44.42902746,38.02769403,28.74746383,51.8505517,21.31331889,23.37929074,21.15304242,24.96959416,0.846901656,0.006055485,0.999947016,Pcdha1,18,36930184,37187661,+,5353,protein_coding,protocadherin alpha 1 [Source:MGI Symbol;Acc:MGI:2150982],-,46,33,29,54,22,22,23,27,0.368739487,0.318460034,0.236725072,0.428433442,0.177141092,0.193671792,0.177530588,0.206888959,2.30114E-05
ENSMUSG00000074151,22.21451373,13.82825237,24.7822964,29.76605746,42.62663778,54.19744671,25.75152991,58.26238638,-0.987248666,0.006161396,0.999947016,Nlrc5,8,94434356,94527272,+,8493,protein_coding,"NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]",-,23,12,25,31,44,51,28,63,0.116205256,0.07298916,0.128624111,0.155019887,0.223298308,0.282976249,0.13621957,0.304263754,2.30114E-05
